iso3,territorio,cod_subnacional,cod_local,anio,sexo,valor,indicador
COL,Palestina,Sur,41530 - Palestina,2005,Masculino,21.003990758244065,Mortalidad por suicidio (100.000 hab.)
COL,Pital,Centro,41548 - Pital,2005,Masculino,15.812776723592663,Mortalidad por suicidio (100.000 hab.)
COL,Pitalito,Sur,41551 - Pitalito,2005,Masculino,16.783803629497534,Mortalidad por suicidio (100.000 hab.)
COL,Rivera,Norte,41615 - Rivera,2005,Masculino,20.59096056831051,Mortalidad por suicidio (100.000 hab.)
COL,Saladoblanco,Sur,41660 - Saladoblanco,2005,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,San Agustín,Sur,41668 - San Agustín,2005,Masculino,14.020329477742727,Mortalidad por suicidio (100.000 hab.)
COL,Santa María,Norte,41676 - Santa María,2005,Masculino,19.696671262556627,Mortalidad por suicidio (100.000 hab.)
COL,Suaza,Centro,41770 - Suaza,2005,Masculino,11.676786548341896,Mortalidad por suicidio (100.000 hab.)
COL,Tarqui,Centro,41791 - Tarqui,2005,Masculino,12.832028743744385,Mortalidad por suicidio (100.000 hab.)
COL,Tesalia,Occidente,41797 - Tesalia,2005,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Tello,Norte,41799 - Tello,2005,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Teruel,Norte,41801 - Teruel,2005,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Timaná,Sur,41807 - Timaná,2005,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Villavieja,Norte,41872 - Villavieja,2005,Masculino,27.114967462039047,Mortalidad por suicidio (100.000 hab.)
COL,Yaguará,Norte,41885 - Yaguará,2005,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Nacional,No aplica,00 - Nacional,2005,Total,5.087363713245657,Mortalidad por suicidio (100.000 hab.)
COL,Huila,No aplica,41 - Huila,2005,Total,7.3266841020511535,Mortalidad por suicidio (100.000 hab.)
COL,Neiva,Norte,41001 - Neiva,2005,Total,4.229499129699217,Mortalidad por suicidio (100.000 hab.)
COL,Acevedo,Sur,41006 - Acevedo,2005,Total,9.733307377846993,Mortalidad por suicidio (100.000 hab.)
COL,Agrado,Centro,41013 - Agrado,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Aipe,Norte,41016 - Aipe,2005,Total,14.63057790782736,Mortalidad por suicidio (100.000 hab.)
COL,Algeciras,Norte,41020 - Algeciras,2005,Total,4.7555640098915735,Mortalidad por suicidio (100.000 hab.)
COL,Altamira,Centro,41026 - Altamira,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Baraya,Norte,41078 - Baraya,2005,Total,12.140342357654486,Mortalidad por suicidio (100.000 hab.)
COL,Campoalegre,Norte,41132 - Campoalegre,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Colombia,Norte,41206 - Colombia,2005,Total,11.974613818704347,Mortalidad por suicidio (100.000 hab.)
COL,Elías,Sur,41244 - Elías,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Garzón,Centro,41298 - Garzón,2005,Total,13.184784758388817,Mortalidad por suicidio (100.000 hab.)
COL,Gigante,Centro,41306 - Gigante,2005,Total,4.345747685889357,Mortalidad por suicidio (100.000 hab.)
COL,Guadalupe,Centro,41319 - Guadalupe,2005,Total,13.1639570854999,Mortalidad por suicidio (100.000 hab.)
COL,Hobo,Norte,41349 - Hobo,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Íquira,No aplica,41357 - Iquira,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Isnos,Sur,41359 - Isnos,2005,Total,18.94387875917594,Mortalidad por suicidio (100.000 hab.)
COL,La Argentina,Occidente,41378 - La Argentina,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,La Plata,Occidente,41396 - La Plata,2005,Total,15.68719728611487,Mortalidad por suicidio (100.000 hab.)
COL,Nátaga,Occidente,41483 - Nátaga,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Oporapa,Sur,41503 - Oporapa,2005,Total,10.340192327577293,Mortalidad por suicidio (100.000 hab.)
COL,Paicol,Occidente,41518 - Paicol,2005,Total,17.64602082230457,Mortalidad por suicidio (100.000 hab.)
COL,Palermo,Norte,41524 - Palermo,2005,Total,4.480286738351254,Mortalidad por suicidio (100.000 hab.)
COL,Palestina,Sur,41530 - Palestina,2005,Total,11.059500110595001,Mortalidad por suicidio (100.000 hab.)
COL,Pital,Centro,41548 - Pital,2005,Total,8.089305937550558,Mortalidad por suicidio (100.000 hab.)
COL,Pitalito,Sur,41551 - Pitalito,2005,Total,10.300358452474146,Mortalidad por suicidio (100.000 hab.)
COL,Rivera,Norte,41615 - Rivera,2005,Total,10.340726953104802,Mortalidad por suicidio (100.000 hab.)
COL,Saladoblanco,Sur,41660 - Saladoblanco,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,San Agustín,Sur,41668 - San Agustín,2005,Total,14.116816657843657,Mortalidad por suicidio (100.000 hab.)
COL,Santa María,Norte,41676 - Santa María,2005,Total,10.38961038961039,Mortalidad por suicidio (100.000 hab.)
COL,Suaza,Centro,41770 - Suaza,2005,Total,6.076441635778088,Mortalidad por suicidio (100.000 hab.)
COL,Tarqui,Centro,41791 - Tarqui,2005,Total,6.568144499178982,Mortalidad por suicidio (100.000 hab.)
COL,Tesalia,Occidente,41797 - Tesalia,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Tello,Norte,41799 - Tello,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Teruel,Norte,41801 - Teruel,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Timaná,Sur,41807 - Timaná,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Villavieja,Norte,41872 - Villavieja,2005,Total,13.97233477714126,Mortalidad por suicidio (100.000 hab.)
COL,Yaguará,Norte,41885 - Yaguará,2005,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Nacional,No aplica,00 - Nacional,2006,Femenino,2.144274610039708,Mortalidad por suicidio (100.000 hab.)
COL,Huila,No aplica,41 - Huila,2006,Femenino,4.397288757389016,Mortalidad por suicidio (100.000 hab.)
COL,Neiva,Norte,41001 - Neiva,2006,Femenino,3.1020063777251123,Mortalidad por suicidio (100.000 hab.)
COL,Acevedo,Sur,41006 - Acevedo,2006,Femenino,10.052271813429835,Mortalidad por suicidio (100.000 hab.)
COL,Agrado,Centro,41013 - Agrado,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Aipe,Norte,41016 - Aipe,2006,Femenino,14.43001443001443,Mortalidad por suicidio (100.000 hab.)
COL,Algeciras,Norte,41020 - Algeciras,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Altamira,Centro,41026 - Altamira,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Baraya,Norte,41078 - Baraya,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Campoalegre,Norte,41132 - Campoalegre,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Colombia,Norte,41206 - Colombia,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Elías,Sur,41244 - Elías,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Garzón,Centro,41298 - Garzón,2006,Femenino,6.656017039403621,Mortalidad por suicidio (100.000 hab.)
COL,Gigante,Centro,41306 - Gigante,2006,Femenino,8.745845723281441,Mortalidad por suicidio (100.000 hab.)
COL,Guadalupe,Centro,41319 - Guadalupe,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Hobo,Norte,41349 - Hobo,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Íquira,Norte,41357 - Íquira,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Isnos,Sur,41359 - Isnos,2006,Femenino,9.52471663967997,Mortalidad por suicidio (100.000 hab.)
COL,La Argentina,Occidente,41378 - La Argentina,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,La Plata,Occidente,41396 - La Plata,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Nátaga,Occidente,41483 - Nátaga,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Oporapa,Sur,41503 - Oporapa,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Paicol,Occidente,41518 - Paicol,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Palermo,Norte,41524 - Palermo,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Palestina,Sur,41530 - Palestina,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Pital,Centro,41548 - Pital,2006,Femenino,16.42305797339465,Mortalidad por suicidio (100.000 hab.)
COL,Pitalito,Sur,41551 - Pitalito,2006,Femenino,3.96589331746976,Mortalidad por suicidio (100.000 hab.)
COL,Rivera,Norte,41615 - Rivera,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Saladoblanco,Sur,41660 - Saladoblanco,2006,Femenino,22.040996253030638,Mortalidad por suicidio (100.000 hab.)
COL,San Agustín,Sur,41668 - San Agustín,2006,Femenino,7.023458350891979,Mortalidad por suicidio (100.000 hab.)
COL,Santa María,Norte,41676 - Santa María,2006,Femenino,21.83406113537118,Mortalidad por suicidio (100.000 hab.)
COL,Suaza,Centro,41770 - Suaza,2006,Femenino,24.73410833539451,Mortalidad por suicidio (100.000 hab.)
COL,Tarqui,Centro,41791 - Tarqui,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Tesalia,Occidente,41797 - Tesalia,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Tello,Norte,41799 - Tello,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Teruel,Norte,41801 - Teruel,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Timaná,Sur,41807 - Timaná,2006,Femenino,20.837674515524068,Mortalidad por suicidio (100.000 hab.)
COL,Villavieja,Norte,41872 - Villavieja,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Yaguará,Norte,41885 - Yaguará,2006,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Nacional,No aplica,00 - Nacional,2006,Masculino,8.354694162560191,Mortalidad por suicidio (100.000 hab.)
COL,Huila,No aplica,41 - Huila,2006,Masculino,11.549550722476896,Mortalidad por suicidio (100.000 hab.)
COL,Neiva,Norte,41001 - Neiva,2006,Masculino,6.0022808667293575,Mortalidad por suicidio (100.000 hab.)
COL,Acevedo,Sur,41006 - Acevedo,2006,Masculino,18.335166850018336,Mortalidad por suicidio (100.000 hab.)
COL,Agrado,Centro,41013 - Agrado,2006,Masculino,25.265285497726126,Mortalidad por suicidio (100.000 hab.)
COL,Aipe,Norte,41016 - Aipe,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Algeciras,Norte,41020 - Algeciras,2006,Masculino,18.463810930576074,Mortalidad por suicidio (100.000 hab.)
COL,Altamira,Centro,41026 - Altamira,2006,Masculino,53.90835579514825,Mortalidad por suicidio (100.000 hab.)
COL,Baraya,Norte,41078 - Baraya,2006,Masculino,23.685457129322597,Mortalidad por suicidio (100.000 hab.)
COL,Campoalegre,Norte,41132 - Campoalegre,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Colombia,Norte,41206 - Colombia,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Elías,Sur,41244 - Elías,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Garzón,Centro,41298 - Garzón,2006,Masculino,3.1721862707778197,Mortalidad por suicidio (100.000 hab.)
COL,Gigante,Centro,41306 - Gigante,2006,Masculino,8.562376915831836,Mortalidad por suicidio (100.000 hab.)
COL,Guadalupe,Centro,41319 - Guadalupe,2006,Masculino,12.5250501002004,Mortalidad por suicidio (100.000 hab.)
COL,Hobo,Norte,41349 - Hobo,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Íquira,Norte,41357 - Íquira,2006,Masculino,23.3590282644242,Mortalidad por suicidio (100.000 hab.)
COL,Isnos,Sur,41359 - Isnos,2006,Masculino,45.691309512930644,Mortalidad por suicidio (100.000 hab.)
COL,La Argentina,Occidente,41378 - La Argentina,2006,Masculino,18.224895206852562,Mortalidad por suicidio (100.000 hab.)
COL,La Plata,Occidente,41396 - La Plata,2006,Masculino,7.683737369856699,Mortalidad por suicidio (100.000 hab.)
COL,Nátaga,Occidente,41483 - Nátaga,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Oporapa,Sur,41503 - Oporapa,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Paicol,Occidente,41518 - Paicol,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Palermo,Norte,41524 - Palermo,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Palestina,Sur,41530 - Palestina,2006,Masculino,41.093075816724884,Mortalidad por suicidio (100.000 hab.)
COL,Pital,Centro,41548 - Pital,2006,Masculino,31.352876626430476,Mortalidad por suicidio (100.000 hab.)
COL,Pitalito,Sur,41551 - Pitalito,2006,Masculino,22.574753216902334,Mortalidad por suicidio (100.000 hab.)
COL,Rivera,Norte,41615 - Rivera,2006,Masculino,10.090817356205854,Mortalidad por suicidio (100.000 hab.)
COL,Saladoblanco,Sur,41660 - Saladoblanco,2006,Masculino,21.1999152003392,Mortalidad por suicidio (100.000 hab.)
COL,San Agustín,Sur,41668 - San Agustín,2006,Masculino,27.685492801771872,Mortalidad por suicidio (100.000 hab.)
COL,Santa María,Norte,41676 - Santa María,2006,Masculino,19.54270080125073,Mortalidad por suicidio (100.000 hab.)
COL,Suaza,Centro,41770 - Suaza,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Tarqui,Centro,41791 - Tarqui,2006,Masculino,25.416190113102047,Mortalidad por suicidio (100.000 hab.)
COL,Tesalia,Occidente,41797 - Tesalia,2006,Masculino,41.78854993731718,Mortalidad por suicidio (100.000 hab.)
COL,Tello,Norte,41799 - Tello,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Teruel,Norte,41801 - Teruel,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Timaná,Sur,41807 - Timaná,2006,Masculino,20.06823198876179,Mortalidad por suicidio (100.000 hab.)
COL,Villavieja,Norte,41872 - Villavieja,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Yaguará,Norte,41885 - Yaguará,2006,Masculino,0,Mortalidad por suicidio (100.000 hab.)
COL,Nacional,No aplica,00 - Nacional,2006,Total,5.188507143658997,Mortalidad por suicidio (100.000 hab.)
COL,Huila,No aplica,41 - Huila,2006,Total,7.968327993155625,Mortalidad por suicidio (100.000 hab.)
COL,Neiva,Norte,41001 - Neiva,2006,Total,4.49974126487727,Mortalidad por suicidio (100.000 hab.)
COL,Acevedo,Sur,41006 - Acevedo,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Agrado,Centro,41013 - Agrado,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Aipe,Norte,41016 - Aipe,2006,Total,7.213966238638004,Mortalidad por suicidio (100.000 hab.)
COL,Algeciras,Norte,41020 - Algeciras,2006,Total,9.46431951542684,Mortalidad por suicidio (100.000 hab.)
COL,Altamira,Centro,41026 - Altamira,2006,Total,26.838432635534083,Mortalidad por suicidio (100.000 hab.)
COL,Baraya,Norte,41078 - Baraya,2006,Total,12.1300339640951,Mortalidad por suicidio (100.000 hab.)
COL,Campoalegre,Norte,41132 - Campoalegre,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Colombia,Norte,41206 - Colombia,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Elías,Sur,41244 - Elías,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Garzón,Centro,41298 - Garzón,2006,Total,4.872344572208147,Mortalidad por suicidio (100.000 hab.)
COL,Gigante,Centro,41306 - Gigante,2006,Total,8.65313892614546,Mortalidad por suicidio (100.000 hab.)
COL,Guadalupe,Centro,41319 - Guadalupe,2006,Total,6.4947717087744365,Mortalidad por suicidio (100.000 hab.)
COL,Hobo,Norte,41349 - Hobo,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Íquira,No aplica,41357 - Iquira,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Isnos,Sur,41359 - Isnos,2006,Total,27.982464322357988,Mortalidad por suicidio (100.000 hab.)
COL,La Argentina,Occidente,41378 - La Argentina,2006,Total,9.324009324009324,Mortalidad por suicidio (100.000 hab.)
COL,La Plata,Occidente,41396 - La Plata,2006,Total,3.8669760247486464,Mortalidad por suicidio (100.000 hab.)
COL,Nátaga,Occidente,41483 - Nátaga,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Oporapa,Sur,41503 - Oporapa,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Paicol,Occidente,41518 - Paicol,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Palermo,Norte,41524 - Palermo,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Palestina,Sur,41530 - Palestina,2006,Total,21.654395842355996,Mortalidad por suicidio (100.000 hab.)
COL,Pital,Centro,41548 - Pital,2006,Total,24.06159769008662,Mortalidad por suicidio (100.000 hab.)
COL,Pitalito,Sur,41551 - Pitalito,2006,Total,13.110521697913411,Mortalidad por suicidio (100.000 hab.)
COL,Rivera,Norte,41615 - Rivera,2006,Total,5.0715082665584745,Mortalidad por suicidio (100.000 hab.)
COL,Saladoblanco,Sur,41660 - Saladoblanco,2006,Total,21.61227577263886,Mortalidad por suicidio (100.000 hab.)
COL,San Agustín,Sur,41668 - San Agustín,2006,Total,17.430105277835878,Mortalidad por suicidio (100.000 hab.)
COL,Santa María,Norte,41676 - Santa María,2006,Total,20.624935547076415,Mortalidad por suicidio (100.000 hab.)
COL,Suaza,Centro,41770 - Suaza,2006,Total,11.880717595342759,Mortalidad por suicidio (100.000 hab.)
COL,Tarqui,Centro,41791 - Tarqui,2006,Total,13.00221037576388,Mortalidad por suicidio (100.000 hab.)
COL,Tesalia,Occidente,41797 - Tesalia,2006,Total,21.21790791427965,Mortalidad por suicidio (100.000 hab.)
COL,Tello,Norte,41799 - Tello,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Teruel,Norte,41801 - Teruel,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Timaná,Sur,41807 - Timaná,2006,Total,20.445716622367613,Mortalidad por suicidio (100.000 hab.)
COL,Villavieja,Norte,41872 - Villavieja,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Yaguará,Norte,41885 - Yaguará,2006,Total,0,Mortalidad por suicidio (100.000 hab.)
COL,Nacional,No aplica,00 - Nacional,2007,Femenino,2.105724859001491,Mortalidad por suicidio (100.000 hab.)
COL,Huila,No aplica,41 - Huila,2007,Femenino,3.5174111853675694,Mortalidad por suicidio (100.000 hab.)
COL,Neiva,Norte,41001 - Neiva,2007,Femenino,0.6133878021701661,Mortalidad por suicidio (100.000 hab.)
COL,Acevedo,Sur,41006 - Acevedo,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Agrado,Centro,41013 - Agrado,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Aipe,Norte,41016 - Aipe,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Algeciras,Norte,41020 - Algeciras,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Altamira,Centro,41026 - Altamira,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Baraya,Norte,41078 - Baraya,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Campoalegre,Norte,41132 - Campoalegre,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Colombia,Norte,41206 - Colombia,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Elías,Sur,41244 - Elías,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Garzón,Centro,41298 - Garzón,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Gigante,Centro,41306 - Gigante,2007,Femenino,8.70473537604457,Mortalidad por suicidio (100.000 hab.)
COL,Guadalupe,Centro,41319 - Guadalupe,2007,Femenino,13.301409949454643,Mortalidad por suicidio (100.000 hab.)
COL,Hobo,Norte,41349 - Hobo,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
COL,Íquira,Norte,41357 - Íquira,2007,Femenino,0,Mortalidad por suicidio (100.000 hab.)
