iso3,NAME_2,cod_local,anio,zona,etnia,valor
COL,San Martín del Valle,NA,2018,rural,Total,0.1797
COL,San Martín del Valle,NA,2018,urbano,Indígena,0.3292
COL,San Martín del Valle,NA,2018,urbano,No indígena,0.3803
COL,San Martín del Valle,NA,2018,urbano,Total,0.3728
COL,San Martín del Valle,NA,2019,Total,Indígena,0.2386
COL,San Martín del Valle,NA,2019,Total,No indígena,0.3159
COL,San Martín del Valle,NA,2019,Total,Total,0.2913
COL,San Martín del Valle,NA,2019,periurbano,Indígena,0.2668
COL,San Martín del Valle,NA,2019,periurbano,No indígena,0.3172
COL,San Martín del Valle,NA,2019,periurbano,Total,0.3021
COL,San Martín del Valle,NA,2019,rural,Indígena,0.1818
COL,San Martín del Valle,NA,2019,rural,No indígena,0.2316
COL,San Martín del Valle,NA,2019,rural,Total,0.2092
COL,San Martín del Valle,NA,2019,urbano,Indígena,0.3592
COL,San Martín del Valle,NA,2019,urbano,No indígena,0.4103
COL,San Martín del Valle,NA,2019,urbano,Total,0.4028
COL,San Martín del Valle,NA,2020,Total,Indígena,0.2004
COL,San Martín del Valle,NA,2020,Total,No indígena,0.2759
COL,San Martín del Valle,NA,2020,Total,Total,0.2518
COL,San Martín del Valle,NA,2020,periurbano,Indígena,0.2272
COL,San Martín del Valle,NA,2020,periurbano,No indígena,0.2772
COL,San Martín del Valle,NA,2020,periurbano,Total,0.2623
COL,San Martín del Valle,NA,2020,rural,Indígena,0.144
COL,San Martín del Valle,NA,2020,rural,No indígena,0.1913
COL,San Martín del Valle,NA,2020,rural,Total,0.1699
COL,San Martín del Valle,NA,2020,urbano,Indígena,0.3232
COL,San Martín del Valle,NA,2020,urbano,No indígena,0.3702
COL,San Martín del Valle,NA,2020,urbano,Total,0.3631
COL,San Martín del Valle,NA,2021,Total,Indígena,0.23
COL,San Martín del Valle,NA,2021,Total,No indígena,0.3056
COL,San Martín del Valle,NA,2021,Total,Total,0.2815
COL,San Martín del Valle,NA,2021,periurbano,Indígena,0.258
COL,San Martín del Valle,NA,2021,periurbano,No indígena,0.3073
COL,San Martín del Valle,NA,2021,periurbano,Total,0.2925
COL,San Martín del Valle,NA,2021,rural,Indígena,0.1726
COL,San Martín del Valle,NA,2021,rural,No indígena,0.2216
COL,San Martín del Valle,NA,2021,rural,Total,0.1996
COL,San Martín del Valle,NA,2021,urbano,Indígena,0.3492
COL,San Martín del Valle,NA,2021,urbano,No indígena,0.3998
COL,San Martín del Valle,NA,2021,urbano,Total,0.3921
COL,San Martín del Valle,NA,2022,Total,Indígena,0.2734
COL,San Martín del Valle,NA,2022,Total,No indígena,0.3493
COL,San Martín del Valle,NA,2022,Total,Total,0.325
COL,San Martín del Valle,NA,2022,periurbano,Indígena,0.3015
COL,San Martín del Valle,NA,2022,periurbano,No indígena,0.3513
COL,San Martín del Valle,NA,2022,periurbano,Total,0.3364
COL,San Martín del Valle,NA,2022,rural,Indígena,0.2178
COL,San Martín del Valle,NA,2022,rural,No indígena,0.2667
COL,San Martín del Valle,NA,2022,rural,Total,0.2446
COL,San Martín del Valle,NA,2022,urbano,Indígena,0.3892
COL,San Martín del Valle,NA,2022,urbano,No indígena,0.4401
COL,San Martín del Valle,NA,2022,urbano,Total,0.4326
COL,San Martín del Valle,NA,2023,Total,Indígena,0.3228
COL,San Martín del Valle,NA,2023,Total,No indígena,0.3991
COL,San Martín del Valle,NA,2023,Total,Total,0.3747
COL,San Martín del Valle,NA,2023,periurbano,Indígena,0.3512
COL,San Martín del Valle,NA,2023,periurbano,No indígena,0.4017
COL,San Martín del Valle,NA,2023,periurbano,Total,0.3865
COL,San Martín del Valle,NA,2023,rural,Indígena,0.2663
COL,San Martín del Valle,NA,2023,rural,No indígena,0.3167
COL,San Martín del Valle,NA,2023,rural,Total,0.2941
COL,San Martín del Valle,NA,2023,urbano,Indígena,0.4392
COL,San Martín del Valle,NA,2023,urbano,No indígena,0.49
COL,San Martín del Valle,NA,2023,urbano,Total,0.4823
COL,San Martín del Valle,NA,2024,Total,Indígena,0.363
COL,San Martín del Valle,NA,2024,Total,No indígena,0.439
COL,San Martín del Valle,NA,2024,Total,Total,0.4147
COL,San Martín del Valle,NA,2024,periurbano,Indígena,0.3916
COL,San Martín del Valle,NA,2024,periurbano,No indígena,0.4415
COL,San Martín del Valle,NA,2024,periurbano,Total,0.4265
COL,San Martín del Valle,NA,2024,rural,Indígena,0.3063
COL,San Martín del Valle,NA,2024,rural,No indígena,0.3567
COL,San Martín del Valle,NA,2024,rural,Total,0.3341
COL,San Martín del Valle,NA,2024,urbano,Indígena,0.4792
COL,San Martín del Valle,NA,2024,urbano,No indígena,0.53
COL,San Martín del Valle,NA,2024,urbano,Total,0.5223
COL,San Martín del Valle,NA,2025,Total,Indígena,0.4034
COL,San Martín del Valle,NA,2025,Total,No indígena,0.4791
COL,San Martín del Valle,NA,2025,Total,Total,0.4548
COL,San Martín del Valle,NA,2025,periurbano,Indígena,0.432
COL,San Martín del Valle,NA,2025,periurbano,No indígena,0.4815
COL,San Martín del Valle,NA,2025,periurbano,Total,0.4666
COL,San Martín del Valle,NA,2025,rural,Indígena,0.3467
COL,San Martín del Valle,NA,2025,rural,No indígena,0.3968
COL,San Martín del Valle,NA,2025,rural,Total,0.3743
COL,San Martín del Valle,NA,2025,urbano,Indígena,0.5192
COL,San Martín del Valle,NA,2025,urbano,No indígena,0.5699
COL,San Martín del Valle,NA,2025,urbano,Total,0.5623
