iso3,NAME_2,cod_local,anio,zona,etnia,valor
COL,San Martín del Valle,NA,2020,periurbano,No indígena,0.046
COL,San Martín del Valle,NA,2020,periurbano,Total,0.0377
COL,San Martín del Valle,NA,2020,rural,Indígena,0
COL,San Martín del Valle,NA,2020,rural,No indígena,0.0085
COL,San Martín del Valle,NA,2020,rural,Total,0.0046
COL,San Martín del Valle,NA,2020,urbano,Indígena,0.0852
COL,San Martín del Valle,NA,2020,urbano,No indígena,0.1454
COL,San Martín del Valle,NA,2020,urbano,Total,0.1364
COL,San Martín del Valle,NA,2021,Total,Indígena,0.0311
COL,San Martín del Valle,NA,2021,Total,No indígena,0.0971
COL,San Martín del Valle,NA,2021,Total,Total,0.0764
COL,San Martín del Valle,NA,2021,periurbano,Indígena,0.0336
COL,San Martín del Valle,NA,2021,periurbano,No indígena,0.0812
COL,San Martín del Valle,NA,2021,periurbano,Total,0.0669
COL,San Martín del Valle,NA,2021,rural,Indígena,0.0011
COL,San Martín del Valle,NA,2021,rural,No indígena,0.0152
COL,San Martín del Valle,NA,2021,rural,Total,0.0089
COL,San Martín del Valle,NA,2021,urbano,Indígena,0.1455
COL,San Martín del Valle,NA,2021,urbano,No indígena,0.2054
COL,San Martín del Valle,NA,2021,urbano,Total,0.1963
COL,San Martín del Valle,NA,2022,Total,Indígena,0.0714
COL,San Martín del Valle,NA,2022,Total,No indígena,0.1631
COL,San Martín del Valle,NA,2022,Total,Total,0.1343
COL,San Martín del Valle,NA,2022,periurbano,Indígena,0.0912
COL,San Martín del Valle,NA,2022,periurbano,No indígena,0.1509
COL,San Martín del Valle,NA,2022,periurbano,Total,0.1329
COL,San Martín del Valle,NA,2022,rural,Indígena,0.0084
COL,San Martín del Valle,NA,2022,rural,No indígena,0.0366
COL,San Martín del Valle,NA,2022,rural,Total,0.0239
COL,San Martín del Valle,NA,2022,urbano,Indígena,0.2455
COL,San Martín del Valle,NA,2022,urbano,No indígena,0.3053
COL,San Martín del Valle,NA,2022,urbano,Total,0.2964
COL,San Martín del Valle,NA,2023,Total,Indígena,0.3105
COL,San Martín del Valle,NA,2023,Total,No indígena,0.3807
COL,San Martín del Valle,NA,2023,Total,Total,0.3586
COL,San Martín del Valle,NA,2023,periurbano,Indígena,0.3844
COL,San Martín del Valle,NA,2023,periurbano,No indígena,0.3893
COL,San Martín del Valle,NA,2023,periurbano,Total,0.3878
COL,San Martín del Valle,NA,2023,rural,Indígena,0.1737
COL,San Martín del Valle,NA,2023,rural,No indígena,0.1834
COL,San Martín del Valle,NA,2023,rural,Total,0.179
COL,San Martín del Valle,NA,2023,urbano,Indígena,0.5355
COL,San Martín del Valle,NA,2023,urbano,No indígena,0.5454
COL,San Martín del Valle,NA,2023,urbano,Total,0.5439
COL,San Martín del Valle,NA,2024,Total,Indígena,0.3605
COL,San Martín del Valle,NA,2024,Total,No indígena,0.4307
COL,San Martín del Valle,NA,2024,Total,Total,0.4087
COL,San Martín del Valle,NA,2024,periurbano,Indígena,0.4344
COL,San Martín del Valle,NA,2024,periurbano,No indígena,0.4394
COL,San Martín del Valle,NA,2024,periurbano,Total,0.4379
COL,San Martín del Valle,NA,2024,rural,Indígena,0.2235
COL,San Martín del Valle,NA,2024,rural,No indígena,0.2334
COL,San Martín del Valle,NA,2024,rural,Total,0.2289
COL,San Martín del Valle,NA,2024,urbano,Indígena,0.5855
COL,San Martín del Valle,NA,2024,urbano,No indígena,0.5954
COL,San Martín del Valle,NA,2024,urbano,Total,0.5939
COL,San Martín del Valle,NA,2025,Total,Indígena,0.4108
COL,San Martín del Valle,NA,2025,Total,No indígena,0.4808
COL,San Martín del Valle,NA,2025,Total,Total,0.4588
COL,San Martín del Valle,NA,2025,periurbano,Indígena,0.4847
COL,San Martín del Valle,NA,2025,periurbano,No indígena,0.4897
COL,San Martín del Valle,NA,2025,periurbano,Total,0.4882
COL,San Martín del Valle,NA,2025,rural,Indígena,0.2735
COL,San Martín del Valle,NA,2025,rural,No indígena,0.2837
COL,San Martín del Valle,NA,2025,rural,Total,0.2791
COL,San Martín del Valle,NA,2025,urbano,Indígena,0.6355
COL,San Martín del Valle,NA,2025,urbano,No indígena,0.6454
COL,San Martín del Valle,NA,2025,urbano,Total,0.6439
