iso3,NAME_2,anio,sexo,grupo_edad,zona,valor
COL,Altos del Sol,2025,Mujeres,35-49,periurbano,0.19047619047619047
COL,Altos del Sol,2025,Mujeres,Todas las edades,periurbano,0.24096385542168675
COL,Bosques del Valle,2016,Mujeres,10-14,periurbano,0.3333333333333333
COL,Bosques del Valle,2016,Mujeres,15-19,periurbano,0.3333333333333333
COL,Bosques del Valle,2016,Mujeres,20-34,periurbano,0.5
COL,Bosques del Valle,2016,Mujeres,35-49,periurbano,0.4
COL,Bosques del Valle,2016,Mujeres,Todas las edades,periurbano,0.4264705882352941
COL,Bosques del Valle,2017,Mujeres,10-14,periurbano,0.25
COL,Bosques del Valle,2017,Mujeres,15-19,periurbano,0.6363636363636364
COL,Bosques del Valle,2017,Mujeres,20-34,periurbano,0.4827586206896552
COL,Bosques del Valle,2017,Mujeres,35-49,periurbano,0.3157894736842105
COL,Bosques del Valle,2017,Mujeres,Todas las edades,periurbano,0.45652173913043476
COL,Bosques del Valle,2018,Mujeres,10-14,periurbano,0.5
COL,Bosques del Valle,2018,Mujeres,15-19,periurbano,0.6363636363636364
COL,Bosques del Valle,2018,Mujeres,20-34,periurbano,0.4827586206896552
COL,Bosques del Valle,2018,Mujeres,35-49,periurbano,0.2222222222222222
COL,Bosques del Valle,2018,Mujeres,Todas las edades,periurbano,0.47619047619047616
COL,Bosques del Valle,2019,Mujeres,10-14,periurbano,0.5
COL,Bosques del Valle,2019,Mujeres,15-19,periurbano,0.4444444444444444
COL,Bosques del Valle,2019,Mujeres,20-34,periurbano,0.375
COL,Bosques del Valle,2019,Mujeres,35-49,periurbano,0.2
COL,Bosques del Valle,2019,Mujeres,Todas las edades,periurbano,0.375
COL,Bosques del Valle,2020,Mujeres,10-14,periurbano,0.5
COL,Bosques del Valle,2020,Mujeres,15-19,periurbano,0.45454545454545453
COL,Bosques del Valle,2020,Mujeres,20-34,periurbano,0.2
COL,Bosques del Valle,2020,Mujeres,35-49,periurbano,0.2777777777777778
COL,Bosques del Valle,2020,Mujeres,Todas las edades,periurbano,0.2786885245901639
COL,Bosques del Valle,2021,Mujeres,10-14,periurbano,0.5
COL,Bosques del Valle,2021,Mujeres,15-19,periurbano,0.5
COL,Bosques del Valle,2021,Mujeres,20-34,periurbano,0.4
COL,Bosques del Valle,2021,Mujeres,35-49,periurbano,0.3333333333333333
COL,Bosques del Valle,2021,Mujeres,Todas las edades,periurbano,0.4111111111111111
COL,Bosques del Valle,2022,Mujeres,10-14,periurbano,0.2
COL,Bosques del Valle,2022,Mujeres,15-19,periurbano,0.26666666666666666
COL,Bosques del Valle,2022,Mujeres,20-34,periurbano,0.40816326530612246
COL,Bosques del Valle,2022,Mujeres,35-49,periurbano,0.6666666666666666
COL,Bosques del Valle,2022,Mujeres,Todas las edades,periurbano,0.3974358974358974
COL,Bosques del Valle,2023,Mujeres,10-14,periurbano,0.2
COL,Bosques del Valle,2023,Mujeres,15-19,periurbano,0.35714285714285715
COL,Bosques del Valle,2023,Mujeres,20-34,periurbano,0.29411764705882354
COL,Bosques del Valle,2023,Mujeres,35-49,periurbano,0.2857142857142857
COL,Bosques del Valle,2023,Mujeres,Todas las edades,periurbano,0.2976190476190476
COL,Bosques del Valle,2024,Mujeres,10-14,periurbano,0
COL,Bosques del Valle,2024,Mujeres,15-19,periurbano,0.5
COL,Bosques del Valle,2024,Mujeres,20-34,periurbano,0.26666666666666666
COL,Bosques del Valle,2024,Mujeres,35-49,periurbano,0.35714285714285715
COL,Bosques del Valle,2024,Mujeres,Todas las edades,periurbano,0.3
COL,Bosques del Valle,2025,Mujeres,10-14,periurbano,0.6666666666666666
COL,Bosques del Valle,2025,Mujeres,15-19,periurbano,0.2857142857142857
COL,Bosques del Valle,2025,Mujeres,20-34,periurbano,0.21212121212121213
COL,Bosques del Valle,2025,Mujeres,35-49,periurbano,0.4
COL,Bosques del Valle,2025,Mujeres,Todas las edades,periurbano,0.3
COL,Colinas del Valle,2016,Mujeres,10-14,rural,1
COL,Colinas del Valle,2016,Mujeres,15-19,rural,0.6
COL,Colinas del Valle,2016,Mujeres,20-34,rural,0.35
COL,Colinas del Valle,2016,Mujeres,35-49,rural,0.25
COL,Colinas del Valle,2016,Mujeres,Todas las edades,rural,0.4583333333333333
COL,Colinas del Valle,2017,Mujeres,10-14,rural,0.5
COL,Colinas del Valle,2017,Mujeres,15-19,rural,0.14285714285714285
COL,Colinas del Valle,2017,Mujeres,20-34,rural,0.5333333333333333
COL,Colinas del Valle,2017,Mujeres,35-49,rural,0.5
COL,Colinas del Valle,2017,Mujeres,Todas las edades,rural,0.46938775510204084
COL,Colinas del Valle,2018,Mujeres,10-14,rural,0.5
COL,Colinas del Valle,2018,Mujeres,15-19,rural,0.2727272727272727
COL,Colinas del Valle,2018,Mujeres,20-34,rural,0.4
COL,Colinas del Valle,2018,Mujeres,35-49,rural,0.3125
COL,Colinas del Valle,2018,Mujeres,Todas las edades,rural,0.3469387755102041
COL,Colinas del Valle,2019,Mujeres,10-14,rural,0.6666666666666666
COL,Colinas del Valle,2019,Mujeres,15-19,rural,0.5384615384615384
COL,Colinas del Valle,2019,Mujeres,20-34,rural,0.3953488372093023
COL,Colinas del Valle,2019,Mujeres,35-49,rural,0.23076923076923078
COL,Colinas del Valle,2019,Mujeres,Todas las edades,rural,0.41333333333333333
COL,Colinas del Valle,2020,Mujeres,10-14,rural,1
COL,Colinas del Valle,2020,Mujeres,15-19,rural,0.35714285714285715
COL,Colinas del Valle,2020,Mujeres,20-34,rural,0.16666666666666666
COL,Colinas del Valle,2020,Mujeres,35-49,rural,0.25
COL,Colinas del Valle,2020,Mujeres,Todas las edades,rural,0.2682926829268293
COL,Colinas del Valle,2021,Mujeres,10-14,rural,0
COL,Colinas del Valle,2021,Mujeres,15-19,rural,0.6
COL,Colinas del Valle,2021,Mujeres,20-34,rural,0.5
COL,Colinas del Valle,2021,Mujeres,35-49,rural,0.6666666666666666
COL,Colinas del Valle,2021,Mujeres,Todas las edades,rural,0.575
COL,Colinas del Valle,2022,Mujeres,10-14,rural,0.5
COL,Colinas del Valle,2022,Mujeres,15-19,rural,0.16666666666666666
COL,Colinas del Valle,2022,Mujeres,20-34,rural,0.4318181818181818
COL,Colinas del Valle,2022,Mujeres,35-49,rural,0.38461538461538464
COL,Colinas del Valle,2022,Mujeres,Todas las edades,rural,0.4
COL,Colinas del Valle,2023,Mujeres,10-14,rural,0.3333333333333333
COL,Colinas del Valle,2023,Mujeres,15-19,rural,0.18181818181818182
COL,Colinas del Valle,2023,Mujeres,20-34,rural,0.375
COL,Colinas del Valle,2023,Mujeres,35-49,rural,0.4
COL,Colinas del Valle,2023,Mujeres,Todas las edades,rural,0.33962264150943394
COL,Colinas del Valle,2024,Mujeres,10-14,rural,1
COL,Colinas del Valle,2024,Mujeres,15-19,rural,0.9090909090909091
COL,Colinas del Valle,2024,Mujeres,20-34,rural,0.43478260869565216
COL,Colinas del Valle,2024,Mujeres,35-49,rural,0.6363636363636364
COL,Colinas del Valle,2024,Mujeres,Todas las edades,rural,0.6170212765957447
COL,Colinas del Valle,2025,Mujeres,10-14,rural,0
COL,Colinas del Valle,2025,Mujeres,15-19,rural,0.2857142857142857
COL,Colinas del Valle,2025,Mujeres,20-34,rural,0.5652173913043478
COL,Colinas del Valle,2025,Mujeres,35-49,rural,0.6
COL,Colinas del Valle,2025,Mujeres,Todas las edades,rural,0.45454545454545453
COL,El Carmen,2016,Mujeres,10-14,periurbano,0.2857142857142857
COL,El Carmen,2016,Mujeres,15-19,periurbano,0.25
COL,El Carmen,2016,Mujeres,20-34,periurbano,0.4186046511627907
COL,El Carmen,2016,Mujeres,35-49,periurbano,0.36363636363636365
COL,El Carmen,2016,Mujeres,Todas las edades,periurbano,0.36363636363636365
COL,El Carmen,2017,Mujeres,10-14,periurbano,0.6666666666666666
COL,El Carmen,2017,Mujeres,15-19,periurbano,0.3333333333333333
COL,El Carmen,2017,Mujeres,20-34,periurbano,0.19607843137254902
COL,El Carmen,2017,Mujeres,35-49,periurbano,0.4117647058823529
COL,El Carmen,2017,Mujeres,Todas las edades,periurbano,0.29069767441860467
COL,El Carmen,2018,Mujeres,10-14,periurbano,0.3333333333333333
COL,El Carmen,2018,Mujeres,15-19,periurbano,0.45454545454545453
COL,El Carmen,2018,Mujeres,20-34,periurbano,0.2903225806451613
COL,El Carmen,2018,Mujeres,35-49,periurbano,0.3125
COL,El Carmen,2018,Mujeres,Todas las edades,periurbano,0.32786885245901637
COL,El Carmen,2019,Mujeres,10-14,periurbano,0.25
COL,El Carmen,2019,Mujeres,15-19,periurbano,0.35294117647058826
COL,El Carmen,2019,Mujeres,20-34,periurbano,0.18518518518518517
COL,El Carmen,2019,Mujeres,35-49,periurbano,0.2727272727272727
COL,El Carmen,2019,Mujeres,Todas las edades,periurbano,0.2542372881355932
COL,El Carmen,2020,Mujeres,10-14,periurbano,0.5
COL,El Carmen,2020,Mujeres,15-19,periurbano,0.3888888888888889
COL,El Carmen,2020,Mujeres,20-34,periurbano,0.30612244897959184
COL,El Carmen,2020,Mujeres,35-49,periurbano,0.45454545454545453
COL,El Carmen,2020,Mujeres,Todas las edades,periurbano,0.35
COL,El Carmen,2021,Mujeres,10-14,periurbano,0.25
COL,El Carmen,2021,Mujeres,15-19,periurbano,0.21428571428571427
COL,El Carmen,2021,Mujeres,20-34,periurbano,0.25
COL,El Carmen,2021,Mujeres,35-49,periurbano,0.2
COL,El Carmen,2021,Mujeres,Todas las edades,periurbano,0.2318840579710145
COL,El Carmen,2022,Mujeres,10-14,periurbano,0.5
COL,El Carmen,2022,Mujeres,15-19,periurbano,0.4375
COL,El Carmen,2022,Mujeres,20-34,periurbano,0.1951219512195122
COL,El Carmen,2022,Mujeres,35-49,periurbano,0.45454545454545453
COL,El Carmen,2022,Mujeres,Todas las edades,periurbano,0.32098765432098764
COL,El Carmen,2023,Mujeres,10-14,periurbano,0.2857142857142857
COL,El Carmen,2023,Mujeres,15-19,periurbano,0.5
COL,El Carmen,2023,Mujeres,20-34,periurbano,0.32653061224489793
COL,El Carmen,2023,Mujeres,35-49,periurbano,0.5
COL,El Carmen,2023,Mujeres,Todas las edades,periurbano,0.38636363636363635
COL,El Carmen,2024,Mujeres,10-14,periurbano,0.4
COL,El Carmen,2024,Mujeres,15-19,periurbano,0.3333333333333333
COL,El Carmen,2024,Mujeres,20-34,periurbano,0.3829787234042553
COL,El Carmen,2024,Mujeres,35-49,periurbano,0.3
COL,El Carmen,2024,Mujeres,Todas las edades,periurbano,0.35802469135802467
COL,El Carmen,2025,Mujeres,10-14,periurbano,0.5
COL,El Carmen,2025,Mujeres,15-19,periurbano,0.16666666666666666
COL,El Carmen,2025,Mujeres,20-34,periurbano,0.30434782608695654
COL,El Carmen,2025,Mujeres,35-49,periurbano,0.4444444444444444
COL,El Carmen,2025,Mujeres,Todas las edades,periurbano,0.30434782608695654
COL,El Edén,2016,Mujeres,10-14,periurbano,0.6666666666666666
COL,El Edén,2016,Mujeres,15-19,periurbano,0.4166666666666667
COL,El Edén,2016,Mujeres,20-34,periurbano,0.2
COL,El Edén,2016,Mujeres,35-49,periurbano,0.4444444444444444
COL,El Edén,2016,Mujeres,Todas las edades,periurbano,0.32653061224489793
COL,El Edén,2017,Mujeres,10-14,periurbano,0.5
COL,El Edén,2017,Mujeres,15-19,periurbano,0.5
COL,El Edén,2017,Mujeres,20-34,periurbano,0.3225806451612903
COL,El Edén,2017,Mujeres,35-49,periurbano,0.07692307692307693
COL,El Edén,2017,Mujeres,Todas las edades,periurbano,0.3225806451612903
COL,El Edén,2018,Mujeres,10-14,periurbano,0
COL,El Edén,2018,Mujeres,15-19,periurbano,0.5555555555555556
COL,El Edén,2018,Mujeres,20-34,periurbano,0.24324324324324326
COL,El Edén,2018,Mujeres,35-49,periurbano,0.3333333333333333
COL,El Edén,2018,Mujeres,Todas las edades,periurbano,0.3333333333333333
COL,El Edén,2019,Mujeres,10-14,periurbano,0.5
COL,El Edén,2019,Mujeres,15-19,periurbano,0.21428571428571427
COL,El Edén,2019,Mujeres,20-34,periurbano,0.43902439024390244
COL,El Edén,2019,Mujeres,35-49,periurbano,0.3333333333333333
COL,El Edén,2019,Mujeres,Todas las edades,periurbano,0.37662337662337664
COL,El Edén,2020,Mujeres,10-14,periurbano,0.7142857142857143
COL,El Edén,2020,Mujeres,15-19,periurbano,0.625
COL,El Edén,2020,Mujeres,20-34,periurbano,0.359375
COL,El Edén,2020,Mujeres,35-49,periurbano,0.25
COL,El Edén,2020,Mujeres,Todas las edades,periurbano,0.40229885057471265
COL,El Edén,2021,Mujeres,10-14,periurbano,0.6666666666666666
COL,El Edén,2021,Mujeres,15-19,periurbano,0.2727272727272727
COL,El Edén,2021,Mujeres,20-34,periurbano,0.3157894736842105
COL,El Edén,2021,Mujeres,35-49,periurbano,0.47368421052631576
COL,El Edén,2021,Mujeres,Todas las edades,periurbano,0.35555555555555557
COL,El Edén,2022,Mujeres,10-14,periurbano,0
COL,El Edén,2022,Mujeres,15-19,periurbano,0.18181818181818182
COL,El Edén,2022,Mujeres,20-34,periurbano,0.391304347826087
COL,El Edén,2022,Mujeres,35-49,periurbano,0.4666666666666667
COL,El Edén,2022,Mujeres,Todas las edades,periurbano,0.34615384615384615
COL,El Edén,2023,Mujeres,10-14,periurbano,0.7142857142857143
COL,El Edén,2023,Mujeres,15-19,periurbano,0.38461538461538464
COL,El Edén,2023,Mujeres,20-34,periurbano,0.32
COL,El Edén,2023,Mujeres,35-49,periurbano,0.2631578947368421
COL,El Edén,2023,Mujeres,Todas las edades,periurbano,0.34831460674157305
COL,El Edén,2024,Mujeres,10-14,periurbano,0.6666666666666666
COL,El Edén,2024,Mujeres,15-19,periurbano,0.3
COL,El Edén,2024,Mujeres,20-34,periurbano,0.44
COL,El Edén,2024,Mujeres,35-49,periurbano,0.125
COL,El Edén,2024,Mujeres,Todas las edades,periurbano,0.3695652173913043
COL,El Edén,2025,Mujeres,10-14,periurbano,0
COL,El Edén,2025,Mujeres,15-19,periurbano,0.5294117647058824
COL,El Edén,2025,Mujeres,20-34,periurbano,0.36065573770491804
COL,El Edén,2025,Mujeres,35-49,periurbano,0.3333333333333333
COL,El Edén,2025,Mujeres,Todas las edades,periurbano,0.36633663366336633
COL,El Mirador,2016,Mujeres,10-14,rural,0.6666666666666666
COL,El Mirador,2016,Mujeres,15-19,rural,0.6153846153846154
COL,El Mirador,2016,Mujeres,20-34,rural,0.5
COL,El Mirador,2016,Mujeres,35-49,rural,0.875
COL,El Mirador,2016,Mujeres,Todas las edades,rural,0.5833333333333334
COL,El Mirador,2017,Mujeres,10-14,rural,0.6666666666666666
COL,El Mirador,2017,Mujeres,15-19,rural,0.2
COL,El Mirador,2017,Mujeres,20-34,rural,0.5853658536585366
COL,El Mirador,2017,Mujeres,35-49,rural,0.5833333333333334
COL,El Mirador,2017,Mujeres,Todas las edades,rural,0.5625
COL,El Mirador,2018,Mujeres,10-14,rural,0
COL,El Mirador,2018,Mujeres,15-19,rural,0.6666666666666666
COL,El Mirador,2018,Mujeres,20-34,rural,0.4642857142857143
COL,El Mirador,2018,Mujeres,35-49,rural,0.4
COL,El Mirador,2018,Mujeres,Todas las edades,rural,0.46296296296296297
COL,El Mirador,2019,Mujeres,10-14,rural,0.5
COL,El Mirador,2019,Mujeres,15-19,rural,0.3333333333333333
COL,El Mirador,2019,Mujeres,20-34,rural,0.37037037037037035
COL,El Mirador,2019,Mujeres,35-49,rural,0.5
COL,El Mirador,2019,Mujeres,Todas las edades,rural,0.4
COL,El Mirador,2020,Mujeres,10-14,rural,0.6
COL,El Mirador,2020,Mujeres,15-19,rural,0.7142857142857143
COL,El Mirador,2020,Mujeres,20-34,rural,0.5555555555555556
COL,El Mirador,2020,Mujeres,35-49,rural,0.4
COL,El Mirador,2020,Mujeres,Todas las edades,rural,0.5370370370370371
COL,El Mirador,2021,Mujeres,10-14,rural,1
COL,El Mirador,2021,Mujeres,15-19,rural,0.6
COL,El Mirador,2021,Mujeres,20-34,rural,0.6896551724137931
COL,El Mirador,2021,Mujeres,35-49,rural,0.45454545454545453
COL,El Mirador,2021,Mujeres,Todas las edades,rural,0.6481481481481481
COL,El Mirador,2022,Mujeres,10-14,rural,0.3333333333333333
COL,El Mirador,2022,Mujeres,15-19,rural,0.46153846153846156
COL,El Mirador,2022,Mujeres,20-34,rural,0.5555555555555556
COL,El Mirador,2022,Mujeres,35-49,rural,0
COL,El Mirador,2022,Mujeres,Todas las edades,rural,0.48484848484848486
COL,El Mirador,2023,Mujeres,10-14,rural,0
COL,El Mirador,2023,Mujeres,15-19,rural,0.16666666666666666
COL,El Mirador,2023,Mujeres,20-34,rural,0.3953488372093023
COL,El Mirador,2023,Mujeres,35-49,rural,0.4666666666666667
COL,El Mirador,2023,Mujeres,Todas las edades,rural,0.36619718309859156
COL,El Mirador,2024,Mujeres,10-14,rural,1
COL,El Mirador,2024,Mujeres,15-19,rural,0.3333333333333333
COL,El Mirador,2024,Mujeres,20-34,rural,0.40625
COL,El Mirador,2024,Mujeres,35-49,rural,0.6
COL,El Mirador,2024,Mujeres,Todas las edades,rural,0.4318181818181818
COL,El Mirador,2025,Mujeres,10-14,rural,0.25
COL,El Mirador,2025,Mujeres,15-19,rural,0.16666666666666666
COL,El Mirador,2025,Mujeres,20-34,rural,0.6521739130434783
COL,El Mirador,2025,Mujeres,35-49,rural,0.9
COL,El Mirador,2025,Mujeres,Todas las edades,rural,0.6046511627906976
COL,El Porvenir,2016,Mujeres,10-14,rural,0.3333333333333333
COL,El Porvenir,2016,Mujeres,15-19,rural,0.35714285714285715
COL,El Porvenir,2016,Mujeres,20-34,rural,0.39285714285714285
COL,El Porvenir,2016,Mujeres,35-49,rural,0.5
COL,El Porvenir,2016,Mujeres,Todas las edades,rural,0.39655172413793105
COL,El Porvenir,2017,Mujeres,10-14,rural,0.5
COL,El Porvenir,2017,Mujeres,15-19,rural,0.7142857142857143
COL,El Porvenir,2017,Mujeres,20-34,rural,0.24
COL,El Porvenir,2017,Mujeres,35-49,rural,0.6428571428571429
COL,El Porvenir,2017,Mujeres,Todas las edades,rural,0.47368421052631576
COL,El Porvenir,2018,Mujeres,10-14,rural,0.6666666666666666
COL,El Porvenir,2018,Mujeres,15-19,rural,0.8333333333333334
COL,El Porvenir,2018,Mujeres,20-34,rural,0.29411764705882354
COL,El Porvenir,2018,Mujeres,35-49,rural,0.5333333333333333
COL,El Porvenir,2018,Mujeres,Todas las edades,rural,0.4878048780487805
COL,El Porvenir,2019,Mujeres,10-14,rural,1
COL,El Porvenir,2019,Mujeres,15-19,rural,0.5833333333333334
COL,El Porvenir,2019,Mujeres,20-34,rural,0.4166666666666667
COL,El Porvenir,2019,Mujeres,35-49,rural,0.6153846153846154
COL,El Porvenir,2019,Mujeres,Todas las edades,rural,0.5294117647058824
COL,El Porvenir,2020,Mujeres,10-14,rural,1
COL,El Porvenir,2020,Mujeres,15-19,rural,0.5
COL,El Porvenir,2020,Mujeres,20-34,rural,0.5
COL,El Porvenir,2020,Mujeres,35-49,rural,0.6
COL,El Porvenir,2020,Mujeres,Todas las edades,rural,0.5396825396825397
COL,El Porvenir,2021,Mujeres,10-14,rural,1
COL,El Porvenir,2021,Mujeres,15-19,rural,0.5714285714285714
COL,El Porvenir,2021,Mujeres,20-34,rural,0.25806451612903225
COL,El Porvenir,2021,Mujeres,35-49,rural,0.5714285714285714
COL,El Porvenir,2021,Mujeres,Todas las edades,rural,0.39622641509433965
COL,El Porvenir,2022,Mujeres,10-14,rural,0
COL,El Porvenir,2022,Mujeres,15-19,rural,0.6666666666666666
COL,El Porvenir,2022,Mujeres,20-34,rural,0.45161290322580644
COL,El Porvenir,2022,Mujeres,35-49,rural,0.11764705882352941
COL,El Porvenir,2022,Mujeres,Todas las edades,rural,0.35714285714285715
COL,El Porvenir,2023,Mujeres,10-14,rural,0.2
COL,El Porvenir,2023,Mujeres,15-19,rural,0.1
COL,El Porvenir,2023,Mujeres,20-34,rural,0.5833333333333334
COL,El Porvenir,2023,Mujeres,35-49,rural,0.42857142857142855
COL,El Porvenir,2023,Mujeres,Todas las edades,rural,0.35294117647058826
COL,El Porvenir,2024,Mujeres,10-14,rural,0.8
COL,El Porvenir,2024,Mujeres,15-19,rural,0.3333333333333333
COL,El Porvenir,2024,Mujeres,20-34,rural,0.5357142857142857
COL,El Porvenir,2024,Mujeres,35-49,rural,0.375
COL,El Porvenir,2024,Mujeres,Todas las edades,rural,0.47540983606557374
COL,El Porvenir,2025,Mujeres,10-14,rural,0.75
COL,El Porvenir,2025,Mujeres,15-19,rural,0.5
COL,El Porvenir,2025,Mujeres,20-34,rural,0.4838709677419355
COL,El Porvenir,2025,Mujeres,35-49,rural,0.25
COL,El Porvenir,2025,Mujeres,Todas las edades,rural,0.4576271186440678
COL,La Alameda,2016,Mujeres,10-14,rural,0
COL,La Alameda,2016,Mujeres,15-19,rural,0.6363636363636364
COL,La Alameda,2016,Mujeres,20-34,rural,0.5806451612903226
COL,La Alameda,2016,Mujeres,35-49,rural,0.35714285714285715
COL,La Alameda,2016,Mujeres,Todas las edades,rural,0.5172413793103449
COL,La Alameda,2017,Mujeres,10-14,rural,0.2
COL,La Alameda,2017,Mujeres,15-19,rural,0.46153846153846156
COL,La Alameda,2017,Mujeres,20-34,rural,0.2777777777777778
COL,La Alameda,2017,Mujeres,35-49,rural,0.6666666666666666
COL,La Alameda,2017,Mujeres,Todas las edades,rural,0.4166666666666667
COL,La Alameda,2018,Mujeres,10-14,rural,0.5
COL,La Alameda,2018,Mujeres,15-19,rural,0.8
COL,La Alameda,2018,Mujeres,20-34,rural,0.37142857142857144
COL,La Alameda,2018,Mujeres,35-49,rural,0.5625
COL,La Alameda,2018,Mujeres,Todas las edades,rural,0.49230769230769234
COL,La Alameda,2019,Mujeres,10-14,rural,0.16666666666666666
COL,La Alameda,2019,Mujeres,15-19,rural,0.5714285714285714
COL,La Alameda,2019,Mujeres,20-34,rural,0.42857142857142855
COL,La Alameda,2019,Mujeres,35-49,rural,0.4
COL,La Alameda,2019,Mujeres,Todas las edades,rural,0.41025641025641024
COL,La Alameda,2020,Mujeres,10-14,rural,0.8333333333333334
COL,La Alameda,2020,Mujeres,15-19,rural,0.18181818181818182
COL,La Alameda,2020,Mujeres,20-34,rural,0.375
COL,La Alameda,2020,Mujeres,35-49,rural,0.2857142857142857
COL,La Alameda,2020,Mujeres,Todas las edades,rural,0.375
COL,La Alameda,2021,Mujeres,10-14,rural,0.5
COL,La Alameda,2021,Mujeres,15-19,rural,0.7692307692307693
COL,La Alameda,2021,Mujeres,20-34,rural,0.5
COL,La Alameda,2021,Mujeres,35-49,rural,0.5
COL,La Alameda,2021,Mujeres,Todas las edades,rural,0.5492957746478874
COL,La Alameda,2022,Mujeres,10-14,rural,0.8
COL,La Alameda,2022,Mujeres,15-19,rural,0.26666666666666666
COL,La Alameda,2022,Mujeres,20-34,rural,0.3333333333333333
COL,La Alameda,2022,Mujeres,35-49,rural,0.6666666666666666
COL,La Alameda,2022,Mujeres,Todas las edades,rural,0.4318181818181818
COL,La Alameda,2023,Mujeres,10-14,rural,0.3333333333333333
COL,La Alameda,2023,Mujeres,15-19,rural,0.46153846153846156
COL,La Alameda,2023,Mujeres,20-34,rural,0.2857142857142857
COL,La Alameda,2023,Mujeres,35-49,rural,0.45454545454545453
COL,La Alameda,2023,Mujeres,Todas las edades,rural,0.3620689655172414
COL,La Alameda,2024,Mujeres,10-14,rural,0
COL,La Alameda,2024,Mujeres,15-19,rural,0.4444444444444444
COL,La Alameda,2024,Mujeres,20-34,rural,0.3448275862068966
COL,La Alameda,2024,Mujeres,35-49,rural,0.5833333333333334
COL,La Alameda,2024,Mujeres,Todas las edades,rural,0.40384615384615385
COL,La Alameda,2025,Mujeres,10-14,rural,0.6
COL,La Alameda,2025,Mujeres,15-19,rural,0.45454545454545453
COL,La Alameda,2025,Mujeres,20-34,rural,0.4888888888888889
COL,La Alameda,2025,Mujeres,35-49,rural,0.21428571428571427
COL,La Alameda,2025,Mujeres,Todas las edades,rural,0.44
