iso3,NAME_2,cod_local,anio,zona,etnia,valor
COL,La Alameda,NA,2024,rural,Indígena,0.2004
COL,La Alameda,NA,2024,rural,No indígena,0.2104
COL,La Alameda,NA,2024,rural,Total,0.2058
COL,La Alameda,NA,2025,rural,Indígena,0.2504
COL,La Alameda,NA,2025,rural,No indígena,0.2604
COL,La Alameda,NA,2025,rural,Total,0.2558
COL,La Arboleda,NA,2016,periurbano,Indígena,NA
COL,La Arboleda,NA,2016,periurbano,No indígena,NA
COL,La Arboleda,NA,2016,periurbano,Total,NA
COL,La Arboleda,NA,2017,periurbano,Indígena,NA
COL,La Arboleda,NA,2017,periurbano,No indígena,NA
COL,La Arboleda,NA,2017,periurbano,Total,NA
COL,La Arboleda,NA,2018,periurbano,Indígena,NA
COL,La Arboleda,NA,2018,periurbano,No indígena,NA
COL,La Arboleda,NA,2018,periurbano,Total,NA
COL,La Arboleda,NA,2019,periurbano,Indígena,NA
COL,La Arboleda,NA,2019,periurbano,No indígena,NA
COL,La Arboleda,NA,2019,periurbano,Total,NA
COL,La Arboleda,NA,2020,periurbano,Indígena,0.0614
COL,La Arboleda,NA,2020,periurbano,No indígena,0.1214
COL,La Arboleda,NA,2020,periurbano,Total,0.1036
COL,La Arboleda,NA,2021,periurbano,Indígena,0.1014
COL,La Arboleda,NA,2021,periurbano,No indígena,0.1614
COL,La Arboleda,NA,2021,periurbano,Total,0.1439
COL,La Arboleda,NA,2022,periurbano,Indígena,0.1714
COL,La Arboleda,NA,2022,periurbano,No indígena,0.2314
COL,La Arboleda,NA,2022,periurbano,Total,0.2131
COL,La Arboleda,NA,2023,periurbano,Indígena,0.4414
COL,La Arboleda,NA,2023,periurbano,No indígena,0.4514
COL,La Arboleda,NA,2023,periurbano,Total,0.4484
COL,La Arboleda,NA,2024,periurbano,Indígena,0.4914
COL,La Arboleda,NA,2024,periurbano,No indígena,0.5014
COL,La Arboleda,NA,2024,periurbano,Total,0.4984
COL,La Arboleda,NA,2025,periurbano,Indígena,0.5414
COL,La Arboleda,NA,2025,periurbano,No indígena,0.5514
COL,La Arboleda,NA,2025,periurbano,Total,0.5484
COL,La Cañada,NA,2016,rural,Indígena,NA
COL,La Cañada,NA,2016,rural,No indígena,NA
COL,La Cañada,NA,2016,rural,Total,NA
COL,La Cañada,NA,2017,rural,Indígena,NA
COL,La Cañada,NA,2017,rural,No indígena,NA
COL,La Cañada,NA,2017,rural,Total,NA
COL,La Cañada,NA,2018,rural,Indígena,NA
COL,La Cañada,NA,2018,rural,No indígena,NA
COL,La Cañada,NA,2018,rural,Total,NA
COL,La Cañada,NA,2019,rural,Indígena,NA
COL,La Cañada,NA,2019,rural,No indígena,NA
COL,La Cañada,NA,2019,rural,Total,NA
COL,La Cañada,NA,2020,rural,Indígena,0
COL,La Cañada,NA,2020,rural,No indígena,0.0441
COL,La Cañada,NA,2020,rural,Total,0.0247
COL,La Cañada,NA,2021,rural,Indígena,0.0041
COL,La Cañada,NA,2021,rural,No indígena,0.0641
COL,La Cañada,NA,2021,rural,Total,0.0364
COL,La Cañada,NA,2022,rural,Indígena,0.0441
COL,La Cañada,NA,2022,rural,No indígena,0.1041
COL,La Cañada,NA,2022,rural,Total,0.0774
COL,La Cañada,NA,2023,rural,Indígena,0.2541
COL,La Cañada,NA,2023,rural,No indígena,0.2641
COL,La Cañada,NA,2023,rural,Total,0.2594
COL,La Cañada,NA,2024,rural,Indígena,0.3041
COL,La Cañada,NA,2024,rural,No indígena,0.3141
COL,La Cañada,NA,2024,rural,Total,0.3094
COL,La Cañada,NA,2025,rural,Indígena,0.3541
COL,La Cañada,NA,2025,rural,No indígena,0.3641
COL,La Cañada,NA,2025,rural,Total,0.3594
COL,La Esperanza,NA,2016,urbano,Indígena,NA
COL,La Esperanza,NA,2016,urbano,No indígena,NA
COL,La Esperanza,NA,2016,urbano,Total,NA
COL,La Esperanza,NA,2017,urbano,Indígena,NA
COL,La Esperanza,NA,2017,urbano,No indígena,NA
COL,La Esperanza,NA,2017,urbano,Total,NA
COL,La Esperanza,NA,2018,urbano,Indígena,NA
COL,La Esperanza,NA,2018,urbano,No indígena,NA
COL,La Esperanza,NA,2018,urbano,Total,NA
COL,La Esperanza,NA,2019,urbano,Indígena,NA
COL,La Esperanza,NA,2019,urbano,No indígena,NA
COL,La Esperanza,NA,2019,urbano,Total,NA
COL,La Esperanza,NA,2020,urbano,Indígena,0.1136
COL,La Esperanza,NA,2020,urbano,No indígena,0.1736
COL,La Esperanza,NA,2020,urbano,Total,0.1648
COL,La Esperanza,NA,2021,urbano,Indígena,0.1736
COL,La Esperanza,NA,2021,urbano,No indígena,0.2336
COL,La Esperanza,NA,2021,urbano,Total,0.2244
COL,La Esperanza,NA,2022,urbano,Indígena,0.2736
COL,La Esperanza,NA,2022,urbano,No indígena,0.3336
COL,La Esperanza,NA,2022,urbano,Total,0.3245
COL,La Esperanza,NA,2023,urbano,Indígena,0.5636
COL,La Esperanza,NA,2023,urbano,No indígena,0.5736
COL,La Esperanza,NA,2023,urbano,Total,0.5721
COL,La Esperanza,NA,2024,urbano,Indígena,0.6136
COL,La Esperanza,NA,2024,urbano,No indígena,0.6236
COL,La Esperanza,NA,2024,urbano,Total,0.6221
COL,La Esperanza,NA,2025,urbano,Indígena,0.6636
COL,La Esperanza,NA,2025,urbano,No indígena,0.6736
COL,La Esperanza,NA,2025,urbano,Total,0.6721
COL,La Primavera,NA,2016,periurbano,Indígena,NA
COL,La Primavera,NA,2016,periurbano,No indígena,NA
COL,La Primavera,NA,2016,periurbano,Total,NA
COL,La Primavera,NA,2017,periurbano,Indígena,NA
COL,La Primavera,NA,2017,periurbano,No indígena,NA
COL,La Primavera,NA,2017,periurbano,Total,NA
COL,La Primavera,NA,2018,periurbano,Indígena,NA
COL,La Primavera,NA,2018,periurbano,No indígena,NA
COL,La Primavera,NA,2018,periurbano,Total,NA
COL,La Primavera,NA,2019,periurbano,Indígena,NA
COL,La Primavera,NA,2019,periurbano,No indígena,NA
COL,La Primavera,NA,2019,periurbano,Total,NA
COL,La Primavera,NA,2020,periurbano,Indígena,0
COL,La Primavera,NA,2020,periurbano,No indígena,0.0098
COL,La Primavera,NA,2020,periurbano,Total,0.0068
COL,La Primavera,NA,2021,periurbano,Indígena,0
COL,La Primavera,NA,2021,periurbano,No indígena,0.0498
COL,La Primavera,NA,2021,periurbano,Total,0.0349
COL,La Primavera,NA,2022,periurbano,Indígena,0.0598
COL,La Primavera,NA,2022,periurbano,No indígena,0.1198
COL,La Primavera,NA,2022,periurbano,Total,0.1021
COL,La Primavera,NA,2023,periurbano,Indígena,0.3298
COL,La Primavera,NA,2023,periurbano,No indígena,0.3398
COL,La Primavera,NA,2023,periurbano,Total,0.3369
COL,La Primavera,NA,2024,periurbano,Indígena,0.3798
COL,La Primavera,NA,2024,periurbano,No indígena,0.3898
COL,La Primavera,NA,2024,periurbano,Total,0.3869
COL,La Primavera,NA,2025,periurbano,Indígena,0.4298
COL,La Primavera,NA,2025,periurbano,No indígena,0.4398
COL,La Primavera,NA,2025,periurbano,Total,0.4369
COL,La Rivera,NA,2016,urbano,Indígena,NA
COL,La Rivera,NA,2016,urbano,No indígena,NA
COL,La Rivera,NA,2016,urbano,Total,NA
COL,La Rivera,NA,2017,urbano,Indígena,NA
COL,La Rivera,NA,2017,urbano,No indígena,NA
COL,La Rivera,NA,2017,urbano,Total,NA
COL,La Rivera,NA,2018,urbano,Indígena,NA
COL,La Rivera,NA,2018,urbano,No indígena,NA
COL,La Rivera,NA,2018,urbano,Total,NA
COL,La Rivera,NA,2019,urbano,Indígena,NA
COL,La Rivera,NA,2019,urbano,No indígena,NA
COL,La Rivera,NA,2019,urbano,Total,NA
COL,La Rivera,NA,2020,urbano,Indígena,0.0795
COL,La Rivera,NA,2020,urbano,No indígena,0.1395
COL,La Rivera,NA,2020,urbano,Total,0.1304
COL,La Rivera,NA,2021,urbano,Indígena,0.1395
COL,La Rivera,NA,2021,urbano,No indígena,0.1995
COL,La Rivera,NA,2021,urbano,Total,0.1906
COL,La Rivera,NA,2022,urbano,Indígena,0.2395
COL,La Rivera,NA,2022,urbano,No indígena,0.2995
COL,La Rivera,NA,2022,urbano,Total,0.2907
COL,La Rivera,NA,2023,urbano,Indígena,0.5295
COL,La Rivera,NA,2023,urbano,No indígena,0.5395
COL,La Rivera,NA,2023,urbano,Total,0.5381
COL,La Rivera,NA,2024,urbano,Indígena,0.5795
COL,La Rivera,NA,2024,urbano,No indígena,0.5895
COL,La Rivera,NA,2024,urbano,Total,0.588
COL,La Rivera,NA,2025,urbano,Indígena,0.6295
COL,La Rivera,NA,2025,urbano,No indígena,0.6395
COL,La Rivera,NA,2025,urbano,Total,0.638
COL,Las Brisas,NA,2016,rural,Indígena,NA
COL,Las Brisas,NA,2016,rural,No indígena,NA
COL,Las Brisas,NA,2016,rural,Total,NA
COL,Las Brisas,NA,2017,rural,Indígena,NA
COL,Las Brisas,NA,2017,rural,No indígena,NA
COL,Las Brisas,NA,2017,rural,Total,NA
COL,Las Brisas,NA,2018,rural,Indígena,NA
COL,Las Brisas,NA,2018,rural,No indígena,NA
COL,Las Brisas,NA,2018,rural,Total,NA
COL,Las Brisas,NA,2019,rural,Indígena,NA
COL,Las Brisas,NA,2019,rural,No indígena,NA
COL,Las Brisas,NA,2019,rural,Total,NA
COL,Las Brisas,NA,2020,rural,Indígena,0
COL,Las Brisas,NA,2020,rural,No indígena,0
COL,Las Brisas,NA,2020,rural,Total,0
COL,Las Brisas,NA,2021,rural,Indígena,0
COL,Las Brisas,NA,2021,rural,No indígena,0
COL,Las Brisas,NA,2021,rural,Total,0
COL,Las Brisas,NA,2022,rural,Indígena,0
COL,Las Brisas,NA,2022,rural,No indígena,0
COL,Las Brisas,NA,2022,rural,Total,0
COL,Las Brisas,NA,2023,rural,Indígena,0.1065
COL,Las Brisas,NA,2023,rural,No indígena,0.1165
COL,Las Brisas,NA,2023,rural,Total,0.112
COL,Las Brisas,NA,2024,rural,Indígena,0.1565
COL,Las Brisas,NA,2024,rural,No indígena,0.1665
COL,Las Brisas,NA,2024,rural,Total,0.162
COL,Las Brisas,NA,2025,rural,Indígena,0.2065
COL,Las Brisas,NA,2025,rural,No indígena,0.2165
COL,Las Brisas,NA,2025,rural,Total,0.212
COL,Las Palmas,NA,2016,periurbano,Indígena,NA
COL,Las Palmas,NA,2016,periurbano,No indígena,NA
COL,Las Palmas,NA,2016,periurbano,Total,NA
COL,Las Palmas,NA,2017,periurbano,Indígena,NA
COL,Las Palmas,NA,2017,periurbano,No indígena,NA
COL,Las Palmas,NA,2017,periurbano,Total,NA
COL,Las Palmas,NA,2018,periurbano,Indígena,NA
COL,Las Palmas,NA,2018,periurbano,No indígena,NA
COL,Las Palmas,NA,2018,periurbano,Total,NA
COL,Las Palmas,NA,2019,periurbano,Indígena,NA
COL,Las Palmas,NA,2019,periurbano,No indígena,NA
COL,Las Palmas,NA,2019,periurbano,Total,NA
COL,Las Palmas,NA,2020,periurbano,Indígena,0
COL,Las Palmas,NA,2020,periurbano,No indígena,0
COL,Las Palmas,NA,2020,periurbano,Total,0
COL,Las Palmas,NA,2021,periurbano,Indígena,0
COL,Las Palmas,NA,2021,periurbano,No indígena,0.0175
COL,Las Palmas,NA,2021,periurbano,Total,0.0122
COL,Las Palmas,NA,2022,periurbano,Indígena,0.0275
COL,Las Palmas,NA,2022,periurbano,No indígena,0.0875
COL,Las Palmas,NA,2022,periurbano,Total,0.0697
COL,Las Palmas,NA,2023,periurbano,Indígena,0.2975
COL,Las Palmas,NA,2023,periurbano,No indígena,0.3075
COL,Las Palmas,NA,2023,periurbano,Total,0.3045
COL,Las Palmas,NA,2024,periurbano,Indígena,0.3475
COL,Las Palmas,NA,2024,periurbano,No indígena,0.3575
COL,Las Palmas,NA,2024,periurbano,Total,0.3545
COL,Las Palmas,NA,2025,periurbano,Indígena,0.3975
COL,Las Palmas,NA,2025,periurbano,No indígena,0.4075
COL,Las Palmas,NA,2025,periurbano,Total,0.4045
COL,Los Arrayanes,NA,2016,rural,Indígena,NA
COL,Los Arrayanes,NA,2016,rural,No indígena,NA
COL,Los Arrayanes,NA,2016,rural,Total,NA
COL,Los Arrayanes,NA,2017,rural,Indígena,NA
COL,Los Arrayanes,NA,2017,rural,No indígena,NA
COL,Los Arrayanes,NA,2017,rural,Total,NA
COL,Los Arrayanes,NA,2018,rural,Indígena,NA
COL,Los Arrayanes,NA,2018,rural,No indígena,NA
COL,Los Arrayanes,NA,2018,rural,Total,NA
COL,Los Arrayanes,NA,2019,rural,Indígena,NA
COL,Los Arrayanes,NA,2019,rural,No indígena,NA
COL,Los Arrayanes,NA,2019,rural,Total,NA
COL,Los Arrayanes,NA,2020,rural,Indígena,0
COL,Los Arrayanes,NA,2020,rural,No indígena,0
COL,Los Arrayanes,NA,2020,rural,Total,0
COL,Los Arrayanes,NA,2021,rural,Indígena,0
COL,Los Arrayanes,NA,2021,rural,No indígena,0
COL,Los Arrayanes,NA,2021,rural,Total,0
COL,Los Arrayanes,NA,2022,rural,Indígena,0
COL,Los Arrayanes,NA,2022,rural,No indígena,0.0372
COL,Los Arrayanes,NA,2022,rural,Total,0.0213
COL,Los Arrayanes,NA,2023,rural,Indígena,0.1872
COL,Los Arrayanes,NA,2023,rural,No indígena,0.1972
COL,Los Arrayanes,NA,2023,rural,Total,0.193
COL,Los Arrayanes,NA,2024,rural,Indígena,0.2372
COL,Los Arrayanes,NA,2024,rural,No indígena,0.2472
COL,Los Arrayanes,NA,2024,rural,Total,0.2427
COL,Los Arrayanes,NA,2025,rural,Indígena,0.2872
COL,Los Arrayanes,NA,2025,rural,No indígena,0.2972
COL,Los Arrayanes,NA,2025,rural,Total,0.2927
COL,Los Pinos,NA,2016,rural,Indígena,NA
COL,Los Pinos,NA,2016,rural,No indígena,NA
COL,Los Pinos,NA,2016,rural,Total,NA
COL,Los Pinos,NA,2017,rural,Indígena,NA
COL,Los Pinos,NA,2017,rural,No indígena,NA
COL,Los Pinos,NA,2017,rural,Total,NA
COL,Los Pinos,NA,2018,rural,Indígena,NA
COL,Los Pinos,NA,2018,rural,No indígena,NA
COL,Los Pinos,NA,2018,rural,Total,NA
COL,Los Pinos,NA,2019,rural,Indígena,NA
COL,Los Pinos,NA,2019,rural,No indígena,NA
COL,Los Pinos,NA,2019,rural,Total,NA
COL,Los Pinos,NA,2020,rural,Indígena,0
COL,Los Pinos,NA,2020,rural,No indígena,0
COL,Los Pinos,NA,2020,rural,Total,0
COL,Los Pinos,NA,2021,rural,Indígena,0
